[2022-03-17T13:53:48.322Z] error /api/pruebaOracle/prueba
[Mar-17-2022 10:02:55] error error
[Mar-17-2022 10:04:03] error [object Object]
[Mar-17-2022 10:04:19] error [object Object]
[Mar-17-2022 10:04:55] error sadsadsa
[Mar-17-2022 10:21:44] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:23:30] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:23:41] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:24:34] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-17-2022 10:26:19] error ORA-01407: cannot update ("GANADERO"."CLIENTES_PRUEBA"."NAME") to NULL
[Mar-21-2022 11:12:06] error ORA-01722: invalid number
[🔔 Mar-21-2022 11:50:18] error 	undefined
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
[🔔 Apr-01-2022 16:07:14] error 	Error al ejecuta la sentencia NJS-076: connection request rejected. Pool queue length queueMax 500 reached
